"season","round","date","time","gameIDs201415","teamName","homeAway","oppName","pointsTotal","oppPointsTotal","pointsMargin","teamResult","fieldGoalsMade","fieldGoalsAtt","fieldGoalsPct","threesMade","threesAtt","threesPct","freeThrowsMade","freeThrowsAtt","freeThrowsPct","reboundsDef","reboundsOff","reboundsTotal","assists","turnovers","steals","blocks","blocksReceived","foulsPersonal","foulsOn","pointsFromTurnovers","pointsSecondChance","pointsFastBreak","pointsBench","pointsInThePaint","possess","offRtg","defRtg","pointsMarginRtg","offDefRatio","trueShootingRtg","eFGpct","turnoverRate","freeThrowRate","offReboundRate","oppPossess","oppOffRtg","oppDefRtg","oppPointsMarginRtg","oppOffDefRatio","oppTrueShootingRtg","oppeFGpct","oppTurnoverRate","oppFreeThrowRate","oppOffReboundRate"
"2014 / 2015","8",2014-12-05,"1930","20141205-1930_DANvsWCW","West Coast","Away","Dandenong",80,97,-17,"Loss",32,64,50,10,22,45.5,6,10,60,22,12,34,15,22,3,1,2,13,15,18,7,6,34,32,78,102.6,124.4,-21.8,0.82,58.2,57.8,28.2,15.6,37.5,83,116.9,96.4,20.5,1.21,61.7,60.6,15.7,22.5,26.7
"2014 / 2015","8",2014-12-06,"1500","20141206-1500_MELvsWCW","Melbourne","Home","West Coast",23,84,-61,"Loss",1,31,3.2,42.5,5,850,29.4,20,147,74.1,29,14,43,15,10,4,3,1,26,87,6,14,2,17,26,88.5,323.1,-234.6,0.27,28.4,71.8,57.7,64.5,25.4,17,152.9,511.8,-358.9,0.3,34.3,73.1,47.1,85.2,27.4
"2014 / 2015","8",2014-12-06,"1500","20141206-1500_MELvsWCW","West Coast","Away","Melbourne",26,87,-61,"Loss",1,27,3.7,37.5,7,535.7,36.8,23,160,85.2,28,13,41,8,12,1,1,3,23,84,9,9,0,33,17,152.9,511.8,-358.9,0.3,34.3,73.1,47.1,85.2,27.4,26,88.5,323.1,-234.6,0.27,28.4,71.8,57.7,64.5,25.4
"2014 / 2015","8",2014-12-06,"1930","20141206-1930_BENvsADL","Bendigo","Home","Adelaide",81,55,26,"Win",29,60,48.3,7,14,50,16,18,88.9,25,9,34,19,15,8,3,3,17,19,16,11,6,26,32,74,109.5,74.3,35.2,1.47,59.1,54.2,20.3,30,32.1,71,77.5,114.1,-36.6,0.68,41.9,35.6,22.5,23.7,28.6
"2014 / 2015","8",2014-12-06,"1930","20141206-1930_BENvsADL","Adelaide","Away","Bendigo",55,81,-26,"Loss",19,59,32.2,4,25,16,13,14,92.9,19,10,29,14,16,8,3,3,19,17,4,6,0,11,18,71,77.5,114.1,-36.6,0.68,41.9,35.6,22.5,23.7,28.6,74,109.5,74.3,35.2,1.47,59.1,54.2,20.3,30,32.1
"2014 / 2015","8",2014-12-07,"1300","20141207-1300_CANvsMEL","Canberra","Home","Melbourne",59,74,-15,"Loss",22,72,30.6,3,13,23.1,12,16,75,26,14,40,13,15,6,3,3,26,17,6,9,2,10,30,80,73.8,92.5,-18.7,0.8,37.1,32.6,18.8,22.2,31.8,76,97.4,77.6,19.8,1.26,50.8,47.5,14.5,45,21.2
"2014 / 2015","8",2014-12-07,"1300","20141207-1300_CANvsMEL","Melbourne","Away","Canberra",74,59,15,"Win",28,60,46.7,1,5,20,17,27,63,30,7,37,16,11,5,3,3,17,26,12,2,2,21,38,76,97.4,77.6,19.8,1.26,50.8,47.5,14.5,45,21.2,80,73.8,92.5,-18.7,0.8,37.1,32.6,18.8,22.2,31.8
"2014 / 2015","8",2014-12-07,"1300","20141207-1300_TSVvsDAN","Townsville","Home","Dandenong",91,57,34,"Win",36,70,51.4,5,17,29.4,14,20,70,41,8,49,26,15,7,0,1,13,21,20,4,0,27,42,86,105.8,66.3,39.5,1.6,57.2,55,17.4,28.6,25,85,67.1,107.1,-40,0.63,34,30.4,17.6,12.7,24.1
"2014 / 2015","8",2014-12-07,"1300","20141207-1300_TSVvsDAN","Dandenong","Away","Townsville",57,91,-34,"Loss",23,79,29.1,2,13,15.4,9,10,90,24,13,37,11,15,7,1,0,20,13,7,9,0,5,28,85,67.1,107.1,-40,0.63,34,30.4,17.6,12.7,24.1,86,105.8,66.3,39.5,1.6,57.2,55,17.4,28.6,25
"2014 / 2015","9",2014-12-12,"1700","20141212-1700_ADLvsMEL","Adelaide","Home","Melbourne",59,73,-14,"Loss",24,58,41.4,5,20,25,6,12,50,23,7,30,18,11,3,2,4,21,13,6,7,0,19,32,67,88.1,109,-20.9,0.81,46.3,45.7,16.4,20.7,21.2,69,105.8,85.5,20.3,1.24,53.7,49.2,17.4,32.2,30.3
"2014 / 2015","9",2014-12-12,"1700","20141212-1700_ADLvsMEL","Melbourne","Away","Adelaide",73,59,14,"Win",26,59,44.1,6,14,42.9,15,19,78.9,26,10,36,12,12,4,4,2,13,21,13,6,2,16,32,69,105.8,85.5,20.3,1.24,53.7,49.2,17.4,32.2,30.3,67,88.1,109,-20.9,0.81,46.3,45.7,16.4,20.7,21.2
"2014 / 2015","9",2014-12-12,"1930","20141212-1930_WCWvsDAN","West Coast","Home","Dandenong",77,86,-9,"Loss",29,67,43.3,9,24,37.5,10,13,76.9,14,17,31,19,17,3,0,4,14,21,24,19,0,32,20,73,105.5,117.8,-12.3,0.9,52.6,50,23.3,19.4,45.9,71,121.1,108.5,12.6,1.12,66.8,64.8,21.1,11.5,36.4
"2014 / 2015","9",2014-12-12,"1930","20141212-1930_WCWvsDAN","Dandenong","Away","West Coast",86,77,9,"Win",35,61,57.4,9,16,56.2,7,7,100,20,8,28,17,15,2,4,0,22,13,16,9,0,8,30,71,121.1,108.5,12.6,1.12,66.8,64.8,21.1,11.5,36.4,73,105.5,117.8,-12.3,0.9,52.6,50,23.3,19.4,45.9
"2014 / 2015","9",2014-12-13,"1300","20141213-1300_SYDvsTSV","Sydney","Home","Townsville",86,93,-7,"Loss",31,69,44.9,9,19,47.4,15,17,88.2,18,10,28,13,13,10,2,8,17,16,15,14,0,32,30,79,108.9,117.7,-8.8,0.93,55.8,51.4,16.5,24.6,27.8,80,116.2,107.5,8.7,1.08,59.7,55.3,22.5,37.9,45.5
"2014 / 2015","9",2014-12-13,"1300","20141213-1300_SYDvsTSV","Townsville","Away","Sydney",93,86,7,"Win",33,66,50,7,13,53.8,20,25,80,26,15,41,21,18,6,8,1,16,17,14,6,0,21,48,80,116.2,107.5,8.7,1.08,59.7,55.3,22.5,37.9,45.5,79,108.9,117.7,-8.8,0.93,55.8,51.4,16.5,24.6,27.8
"2014 / 2015","9",2014-12-13,"1930","20141213-1930_MELvsBEN","Melbourne","Home","Bendigo",66,78,-12,"Loss",27,65,41.5,2,12,16.7,10,12,83.3,20,10,30,11,15,6,4,4,20,16,8,6,0,9,40,75,88,104,-16,0.85,46.7,43.1,20,18.5,28.6,75,104,88,16,1.18,48.2,42.3,13.3,29.6,42.9
"2014 / 2015","9",2014-12-13,"1930","20141213-1930_MELvsBEN","Bendigo","Away","Melbourne",78,66,12,"Win",28,71,39.4,4,12,33.3,18,21,85.7,25,15,40,15,10,8,4,4,16,20,19,12,0,12,28,75,104,88,16,1.18,48.2,42.3,13.3,29.6,42.9,75,88,104,-16,0.85,46.7,43.1,20,18.5,28.6
"2014 / 2015","9",2014-12-14,"1500","20141214-1500_CANvsTSV","Canberra","Home","Townsville",81,92,-11,"Loss",28,68,41.2,5,13,38.5,20,21,95.2,22,10,32,16,13,7,1,4,19,21,11,9,0,16,38,80,101.2,115,-13.8,0.88,51.9,44.9,16.2,30.9,27.8,84,109.5,96.4,13.1,1.14,53.1,50.6,14.3,20.3,38.9
"2014 / 2015","9",2014-12-14,"1500","20141214-1500_CANvsTSV","Townsville","Away","Canberra",92,81,11,"Win",38,79,48.1,4,14,28.6,12,16,75,26,14,40,15,12,6,4,0,21,19,15,14,4,20,62,84,109.5,96.4,13.1,1.14,53.1,50.6,14.3,20.3,38.9,80,101.2,115,-13.8,0.88,51.9,44.9,16.2,30.9,27.8
"2014 / 2015","10",2014-12-19,"1700","20141219-1700_ADLvsCAN","Adelaide","Home","Canberra",70,73,-3,"Loss",25,62,40.3,7,19,36.8,13,15,86.7,22,8,30,17,14,6,1,0,24,18,13,8,0,27,30,75,93.3,97.3,-4,0.96,50.6,46,18.7,24.2,24.2,78,93.6,89.7,3.89999999999999,1.04,50.2,43.2,24.4,49.2,37.1
"2014 / 2015","10",2014-12-19,"1700","20141219-1700_ADLvsCAN","Canberra","Away","Adelaide",73,70,3,"Win",23,59,39,5,15,33.3,22,29,75.9,25,13,38,12,19,5,0,1,19,24,6,11,0,18,24,78,93.6,89.7,3.89999999999999,1.04,50.2,43.2,24.4,49.2,37.1,75,93.3,97.3,-4,0.96,50.6,46,18.7,24.2,24.2
"2014 / 2015","10",2014-12-19,"1930","20141219-1930_BENvsSYD","Bendigo","Home","Sydney",60,67,-7,"Loss",25,62,40.3,2,9,22.2,8,13,61.5,37,6,43,11,17,4,6,1,20,14,9,2,2,9,36,79,75.9,84.8,-8.89999999999999,0.9,44,41.9,21.5,21,18.8,81,82.7,74.1,8.60000000000001,1.12,43.5,38.8,11.1,31.3,9.8
"2014 / 2015","10",2014-12-19,"1930","20141219-1930_BENvsSYD","Sydney","Away","Bendigo",67,60,7,"Win",23,67,34.3,6,19,31.6,15,21,71.4,26,4,30,14,9,5,1,6,14,20,13,4,0,21,28,81,82.7,74.1,8.60000000000001,1.12,43.5,38.8,11.1,31.3,9.8,79,75.9,84.8,-8.89999999999999,0.9,44,41.9,21.5,21,18.8
"2014 / 2015","10",2014-12-20,"1500","20141220-1500_DANvsSYD","Dandenong","Home","Sydney",91,72,19,"Win",37,77,48.1,9,17,52.9,8,9,88.9,25,17,42,15,15,3,5,4,13,10,15,18,4,7,30,79,115.2,91.1,24.1,1.26,56,53.9,19,11.7,48.6,78,92.3,116.7,-24.4,0.79,50.2,47.7,17.9,21.5,21.9
"2014 / 2015","10",2014-12-20,"1500","20141220-1500_DANvsSYD","Sydney","Away","Dandenong",72,91,-19,"Loss",30,65,46.2,2,10,20,10,14,71.4,18,7,25,17,14,2,4,5,10,13,13,2,0,26,32,78,92.3,116.7,-24.4,0.79,50.2,47.7,17.9,21.5,21.9,79,115.2,91.1,24.1,1.26,56,53.9,19,11.7,48.6
"2014 / 2015","10",2014-12-20,"1830","20141220-1830_WCWvsCAN","West Coast","Home","Canberra",70,83,-13,"Loss",30,70,42.9,4,17,23.5,6,6,100,20,12,32,9,17,11,4,5,17,15,22,14,0,26,38,78,89.7,106.4,-16.7,0.84,48,45.7,21.8,8.6,34.3,77,107.8,90.9,16.9,1.19,54.9,52.9,18.2,20.3,37.5
"2014 / 2015","10",2014-12-20,"1830","20141220-1830_WCWvsCAN","Canberra","Away","West Coast",83,70,13,"Win",31,69,44.9,11,24,45.8,10,14,71.4,23,12,35,25,14,8,5,4,15,17,23,10,0,21,26,77,107.8,90.9,16.9,1.19,54.9,52.9,18.2,20.3,37.5,78,89.7,106.4,-16.7,0.84,48,45.7,21.8,8.6,34.3
"2014 / 2015","10",2014-12-20,"1900","20141220-1900_TSVvsMEL","Townsville","Home","Melbourne",88,75,13,"Win",31,68,45.6,3,10,30,23,30,76.7,23,14,37,17,13,5,6,0,14,22,21,10,0,11,48,80,110,93.8,16.2,1.17,53.5,47.8,16.2,44.1,37.8,82,91.5,107.3,-15.8,0.85,54.5,52.3,23.2,12.3,20.7
"2014 / 2015","10",2014-12-20,"1900","20141220-1900_TSVvsMEL","Melbourne","Away","Townsville",75,88,-13,"Loss",31,65,47.7,6,14,42.9,7,8,87.5,23,6,29,7,19,0,0,6,22,13,4,8,0,19,42,82,91.5,107.3,-15.8,0.85,54.5,52.3,23.2,12.3,20.7,80,110,93.8,16.2,1.17,53.5,47.8,16.2,44.1,37.8
"2014 / 2015","11",2015-01-02,"1900","20150102-1900_TSVvsCAN","Townsville","Home","Canberra",106,58,48,"Win",44,81,54.3,10,18,55.6,8,11,72.7,28,12,40,25,11,10,3,1,18,10,28,16,0,44,56,85,124.7,68.2,56.5,1.83,61.5,60.5,12.9,13.6,33.3,82,70.7,129.3,-58.6,0.55,41.1,32.8,26.8,32.8,26.3
"2014 / 2015","11",2015-01-02,"1900","20150102-1900_TSVvsCAN","Canberra","Away","Townsville",58,106,-48,"Loss",18,61,29.5,4,15,26.7,18,20,90,24,10,34,10,22,3,1,3,10,18,6,7,0,22,22,82,70.7,129.3,-58.6,0.55,41.1,32.8,26.8,32.8,26.3,85,124.7,68.2,56.5,1.83,61.5,60.5,12.9,13.6,33.3
"2014 / 2015","11",2015-01-03,"1500","20150103-1500_BENvsWCW","Bendigo","Home","West Coast",83,70,13,"Win",33,72,45.8,5,16,31.2,12,18,66.7,31,9,40,15,12,13,2,2,13,21,17,2,4,7,46,83,100,84.3,15.7,1.19,51.5,49.3,14.5,25,24.3,82,85.4,101.2,-15.8,0.84,49.4,47.8,24.4,11.9,22.5
"2014 / 2015","11",2015-01-03,"1500","20150103-1500_BENvsWCW","West Coast","Away","Bendigo",70,83,-13,"Loss",28,67,41.8,8,24,33.3,6,8,75,28,9,37,13,20,5,1,2,21,13,9,6,0,29,26,82,85.4,101.2,-15.8,0.84,49.4,47.8,24.4,11.9,22.5,83,100,84.3,15.7,1.19,51.5,49.3,14.5,25,24.3
"2014 / 2015","11",2015-01-03,"1500","20150103-1500_SYDvsDAN","Sydney","Home","Dandenong",78,93,-15,"Loss",32,66,48.5,2,12,16.7,12,20,60,26,6,32,19,14,5,4,6,15,18,12,8,0,16,38,83,94,112,-18,0.84,51.7,50,16.9,30.3,17.6,80,116.2,97.5,18.7,1.19,57,53.4,12.5,21.6,29.7
"2014 / 2015","11",2015-01-03,"1500","20150103-1500_SYDvsDAN","Dandenong","Away","Sydney",93,78,15,"Win",35,74,47.3,9,19,47.4,14,16,87.5,28,11,39,15,10,3,6,4,18,15,14,4,0,9,26,80,116.2,97.5,18.7,1.19,57,53.4,12.5,21.6,29.7,83,94,112,-18,0.84,51.7,50,16.9,30.3,17.6
"2014 / 2015","11",2015-01-04,"1100","20150104-1100_ADLvsWCW","Adelaide","Home","West Coast",78,61,17,"Win",29,68,42.6,8,20,40,12,16,75,35,15,50,21,19,4,1,1,17,17,18,4,0,25,38,79,98.7,77.2,21.5,1.28,51.6,48.5,24.1,23.5,41.7,81,75.3,96.3,-21,0.78,38.8,32.9,16,25.7,22.2
"2014 / 2015","11",2015-01-04,"1100","20150104-1100_ADLvsWCW","West Coast","Away","Adelaide",61,78,-17,"Loss",20,70,28.6,6,27,22.2,15,18,83.3,21,10,31,10,13,8,1,1,17,17,4,4,0,11,22,81,75.3,96.3,-21,0.78,38.8,32.9,16,25.7,22.2,79,98.7,77.2,21.5,1.28,51.6,48.5,24.1,23.5,41.7
"2014 / 2015","11",2015-01-04,"1300","20150104-1300_CANvsDAN","Canberra","Home","Dandenong",84,89,-5,"Loss",28,67,41.8,8,25,32,20,22,90.9,19,12,31,22,14,6,2,4,19,21,17,6,4,10,30,79,106.3,112.7,-6.40000000000001,0.94,54.2,47.8,17.7,32.8,36.4,75,118.7,112,6.7,1.06,61.9,58.2,17.3,37.7,32.1
"2014 / 2015","11",2015-01-04,"1300","20150104-1300_CANvsDAN","Dandenong","Away","Canberra",89,84,5,"Win",34,61,55.7,3,11,27.3,18,23,78.3,21,9,30,10,13,7,4,2,22,19,17,12,0,8,36,75,118.7,112,6.7,1.06,61.9,58.2,17.3,37.7,32.1,79,106.3,112.7,-6.40000000000001,0.94,54.2,47.8,17.7,32.8,36.4
"2014 / 2015","12",2015-01-09,"1900","20150109-1900_CANvsWCW","Canberra","Home","West Coast",87,52,35,"Win",34,70,48.6,7,21,33.3,12,18,66.7,38,10,48,18,14,7,3,3,21,21,9,10,2,33,44,82,106.1,63.4,42.7,1.67,55.4,53.6,17.1,25.7,29.4,83,62.7,104.8,-42.1,0.6,36.8,31,21.7,25.4,11.6
"2014 / 2015","12",2015-01-09,"1900","20150109-1900_CANvsWCW","West Coast","Away","Canberra",52,87,-35,"Loss",17,63,27,5,19,26.3,13,16,81.2,24,5,29,5,18,8,3,2,21,20,10,6,0,16,18,83,62.7,104.8,-42.1,0.6,36.8,31,21.7,25.4,11.6,82,106.1,63.4,42.7,1.67,55.4,53.6,17.1,25.7,29.4
"2014 / 2015","12",2015-01-10,"1500","20150110-1500_MELvsADL","Melbourne","Home","Adelaide",96,66,30,"Win",33,67,49.3,7,17,41.2,23,28,82.1,29,9,38,21,8,4,4,4,13,20,8,12,4,21,46,78,123.1,84.6,38.5,1.46,59.8,54.5,10.3,41.8,28.1,81,81.5,118.5,-37,0.69,40.1,37.7,14.8,14.3,31
"2014 / 2015","12",2015-01-10,"1500","20150110-1500_MELvsADL","Adelaide","Away","Melbourne",66,96,-30,"Loss",27,77,35.1,4,19,21.1,8,11,72.7,23,13,36,12,12,1,4,4,20,13,4,5,0,23,38,81,81.5,118.5,-37,0.69,40.1,37.7,14.8,14.3,31,78,123.1,84.6,38.5,1.46,59.8,54.5,10.3,41.8,28.1
"2014 / 2015","12",2015-01-10,"1900","20150110-1900_SYDvsWCW","Sydney","Home","West Coast",80,55,25,"Win",33,74,44.6,6,13,46.2,8,8,100,27,12,39,16,14,10,7,5,15,13,20,10,0,41,34,80,100,68.8,31.2,1.45,51.4,48.6,17.5,10.8,33.3,78,70.5,102.6,-32.1,0.69,40.1,33.9,24.4,22.6,25
"2014 / 2015","12",2015-01-10,"1900","20150110-1900_SYDvsWCW","West Coast","Away","Sydney",55,80,-25,"Loss",18,62,29,6,20,30,13,14,92.9,24,9,33,9,19,5,5,7,14,15,6,6,0,16,24,78,70.5,102.6,-32.1,0.69,40.1,33.9,24.4,22.6,25,80,100,68.8,31.2,1.45,51.4,48.6,17.5,10.8,33.3
"2014 / 2015","12",2015-01-10,"1900","20150110-1900_TSVvsDAN","Townsville","Home","Dandenong",87,92,-5,"Loss",35,77,45.5,4,19,21.1,13,15,86.7,30,8,38,22,15,2,4,3,15,18,10,4,0,19,46,91,95.6,101.1,-5.5,0.95,51.7,48.1,16.5,19.5,22.9,85,108.2,102.4,5.8,1.06,54.3,54.4,14.1,15.2,26.8
"2014 / 2015","12",2015-01-10,"1900","20150110-1900_TSVvsDAN","Dandenong","Away","Townsville",92,87,5,"Win",38,79,48.1,10,21,47.6,6,12,50,27,11,38,12,12,4,3,4,18,15,11,6,0,6,32,85,108.2,102.4,5.8,1.06,54.3,54.4,14.1,15.2,26.8,91,95.6,101.1,-5.5,0.95,51.7,48.1,16.5,19.5,22.9
"2014 / 2015","12",2015-01-11,"1400","20150111-1400_BENvsADL","Bendigo","Home","Adelaide",75,64,11,"Win",29,72,40.3,5,18,27.8,12,17,70.6,16,17,33,22,11,8,6,1,16,21,16,16,2,17,36,73,102.7,87.7,15,1.17,46.8,43.8,15.1,23.6,43.6,73,87.7,102.7,-15,0.85,52.8,46.3,24.7,25.9,23.8
"2014 / 2015","12",2015-01-11,"1400","20150111-1400_BENvsADL","Adelaide","Away","Bendigo",64,75,-11,"Loss",23,54,42.6,4,15,26.7,14,14,100,22,5,27,11,18,3,1,6,21,16,10,4,0,21,24,73,87.7,102.7,-15,0.85,52.8,46.3,24.7,25.9,23.8,73,102.7,87.7,15,1.17,46.8,43.8,15.1,23.6,43.6
"2014 / 2015","13",2015-01-15,"1900","20150115-1900_CANvsSYD","Canberra","Home","Sydney",69,66,3,"Win",24,64,37.5,6,19,31.6,15,22,68.2,30,8,38,13,9,4,3,2,18,23,7,4,0,6,24,75,92,88,4,1.05,46.3,42.2,12,34.4,21.6,72,91.7,95.8,-4.09999999999999,0.96,43.4,39.7,12.5,25,28.6
"2014 / 2015","13",2015-01-15,"1900","20150115-1900_CANvsSYD","Sydney","Away","Canberra",66,69,-3,"Loss",24,68,35.3,6,26,23.1,12,17,70.6,29,12,41,13,9,3,2,3,23,18,11,4,0,16,18,72,91.7,95.8,-4.09999999999999,0.96,43.4,39.7,12.5,25,28.6,75,92,88,4,1.05,46.3,42.2,12,34.4,21.6
"2014 / 2015","13",2015-01-16,"1930","20150116-1930_ADLvsTSV","Adelaide","Home","Townsville",75,98,-23,"Loss",28,67,41.8,6,19,31.6,13,14,92.9,26,8,34,11,19,4,0,3,17,17,10,2,0,20,32,84,89.3,116.7,-27.4,0.77,50.9,46.3,22.6,20.9,23.5,84,116.7,89.3,27.4,1.31,59.7,56.8,11.9,26,21.2
"2014 / 2015","13",2015-01-16,"1930","20150116-1930_ADLvsTSV","Townsville","Away","Adelaide",98,75,23,"Win",36,73,49.3,11,21,52.4,15,19,78.9,26,7,33,20,10,8,3,0,17,17,18,10,0,27,30,84,116.7,89.3,27.4,1.31,59.7,56.8,11.9,26,21.2,84,89.3,116.7,-27.4,0.77,50.9,46.3,22.6,20.9,23.5
"2014 / 2015","13",2015-01-16,"1930","20150116-1930_DANvsBEN","Dandenong","Home","Bendigo",89,82,7,"Win",37,76,48.7,4,14,28.6,11,11,100,26,10,36,17,13,5,4,4,21,17,8,4,6,12,46,84,106,97.6,8.40000000000001,1.09,54.8,51.3,15.5,14.5,28.6,82,100,108.5,-8.5,0.92,48.5,43.9,13.4,29.7,33.3
"2014 / 2015","13",2015-01-16,"1930","20150116-1930_DANvsBEN","Bendigo","Away","Dandenong",82,89,-7,"Loss",29,74,39.2,7,23,30.4,17,22,77.3,25,13,38,15,11,4,4,4,17,21,11,7,0,9,32,82,100,108.5,-8.5,0.92,48.5,43.9,13.4,29.7,33.3,84,106,97.6,8.40000000000001,1.09,54.8,51.3,15.5,14.5,28.6
"2014 / 2015","13",2015-01-17,"1500","20150117-1500_SYDvsMEL","Sydney","Home","Melbourne",88,73,15,"Win",32,63,50.8,11,18,61.1,13,15,86.7,18,8,26,15,15,10,7,1,15,13,21,8,0,24,32,77,114.3,94.8,19.5,1.21,62.7,59.5,19.5,23.8,25,77,94.8,114.3,-19.5,0.83,50.2,47.8,29.9,17.9,50
"2014 / 2015","13",2015-01-17,"1500","20150117-1500_SYDvsMEL","Melbourne","Away","Sydney",73,88,-15,"Loss",29,67,43.3,6,15,40,9,12,75,24,18,42,15,23,2,1,7,13,14,12,7,0,6,34,77,94.8,114.3,-19.5,0.83,50.2,47.8,29.9,17.9,50,77,114.3,94.8,19.5,1.21,62.7,59.5,19.5,23.8,25
"2014 / 2015","13",2015-01-18,"1500","20150118-1500_WCWvsTSV","West Coast","Home","Townsville",72,92,-20,"Loss",29,65,44.6,7,19,36.8,7,13,53.8,24,6,30,11,14,3,1,4,11,22,5,4,0,23,34,79,91.1,116.5,-25.4,0.78,50.6,50,17.7,20,17.6,79,116.5,91.1,25.4,1.28,58.8,58.1,12.7,12.2,27.3
"2014 / 2015","13",2015-01-18,"1500","20150118-1500_WCWvsTSV","Townsville","Away","West Coast",92,72,20,"Win",38,74,51.4,10,22,45.5,6,9,66.7,28,9,37,23,10,2,4,1,22,11,19,12,0,24,34,79,116.5,91.1,25.4,1.28,58.8,58.1,12.7,12.2,27.3,79,91.1,116.5,-25.4,0.78,50.6,50,17.7,20,17.6
"2014 / 2015","14",2015-01-23,"1930","20150123-1930_BENvsCAN","Bendigo","Home","Canberra",70,73,-3,"Loss",25,58,43.1,5,13,38.5,15,19,78.9,23,10,33,13,16,9,3,4,21,19,15,7,2,7,22,72,97.2,101.4,-4.2,0.96,52.2,47.4,22.2,32.8,31.2,77,94.8,90.9,3.89999999999999,1.04,49.3,43.2,20.8,25.8,34.3
"2014 / 2015","14",2015-01-23,"1930","20150123-1930_BENvsCAN","Canberra","Away","Bendigo",73,70,3,"Win",24,66,36.4,9,25,36,16,17,94.1,22,12,34,12,16,4,4,3,19,20,8,4,0,7,20,77,94.8,90.9,3.89999999999999,1.04,49.3,43.2,20.8,25.8,34.3,72,97.2,101.4,-4.2,0.96,52.2,47.4,22.2,32.8,31.2
"2014 / 2015","14",2015-01-23,"1930","20150123-1930_DANvsADL","Dandenong","Home","Adelaide",95,64,31,"Win",36,74,48.6,8,16,50,15,17,88.2,32,9,41,25,8,9,2,1,21,16,14,14,6,23,40,80,118.8,80,38.8,1.48,57.9,54.1,10,23,28.1,77,83.1,123.4,-40.3,0.67,41.1,36.2,19.5,41.5,31.9
"2014 / 2015","14",2015-01-23,"1930","20150123-1930_DANvsADL","Adelaide","Away","Dandenong",64,95,-31,"Loss",21,65,32.3,5,23,21.7,17,27,63,23,15,38,15,15,2,1,2,16,21,5,14,2,31,30,77,83.1,123.4,-40.3,0.67,41.1,36.2,19.5,41.5,31.9,80,118.8,80,38.8,1.48,57.9,54.1,10,23,28.1
"2014 / 2015","14",2015-01-24,"1500","20150124-1500_MELvsCAN","Melbourne","Home","Canberra",66,74,-8,"Loss",24,67,35.8,8,18,44.4,10,12,83.3,14,9,23,12,9,7,0,7,17,18,9,6,2,17,22,72,91.7,102.8,-11.1,0.89,45.4,41.8,12.5,17.9,23.1,67,110.4,98.5,11.9,1.12,60.1,54.6,25.4,29.6,44
"2014 / 2015","14",2015-01-24,"1500","20150124-1500_MELvsCAN","Canberra","Away","Melbourne",74,66,8,"Win",27,54,50,5,14,35.7,15,16,93.8,30,11,41,18,17,3,7,0,18,17,6,7,0,10,28,67,110.4,98.5,11.9,1.12,60.1,54.6,25.4,29.6,44,72,91.7,102.8,-11.1,0.89,45.4,41.8,12.5,17.9,23.1
"2014 / 2015","14",2015-01-25,"1300","20150125-1300_TSVvsSYD","Townsville","Home","Sydney",93,60,33,"Win",36,73,49.3,6,19,31.6,15,19,78.9,30,12,42,18,18,8,4,1,13,21,25,12,0,33,48,87,106.9,69,37.9,1.55,56.7,53.4,20.7,26,37.5,83,72.3,112,-39.7,0.65,41.3,38.1,25.3,17.9,25
"2014 / 2015","14",2015-01-25,"1300","20150125-1300_TSVvsSYD","Sydney","Away","Townsville",60,93,-33,"Loss",22,67,32.8,7,21,33.3,9,12,75,20,10,30,14,21,6,1,5,21,13,8,8,0,25,24,83,72.3,112,-39.7,0.65,41.3,38.1,25.3,17.9,25,87,106.9,69,37.9,1.55,56.7,53.4,20.7,26,37.5
"2014 / 2015","14",2015-01-25,"1300","20150125-1300_WCWvsBEN","West Coast","Home","Bendigo",55,80,-25,"Loss",23,68,33.8,3,13,23.1,6,11,54.5,24,13,37,13,14,8,3,2,11,18,10,10,0,24,34,74,74.3,108.1,-33.8,0.69,37.6,36,18.9,16.2,27.1,76,105.3,72.4,32.9,1.45,58.7,54.9,19.7,24.6,22.6
"2014 / 2015","14",2015-01-25,"1300","20150125-1300_WCWvsBEN","Bendigo","Away","West Coast",80,55,25,"Win",30,61,49.2,7,18,38.9,13,15,86.7,35,7,42,17,15,6,2,3,18,11,14,6,2,17,40,76,105.3,72.4,32.9,1.45,58.7,54.9,19.7,24.6,22.6,74,74.3,108.1,-33.8,0.69,37.6,36,18.9,16.2,27.1
"2014 / 2015","15",2015-01-30,"1900","20150130-1900_CANvsADL","Canberra","Home","Adelaide",71,79,-8,"Loss",25,64,39.1,8,27,29.6,13,14,92.9,17,6,23,12,15,7,8,2,21,18,13,3,0,9,24,79,89.9,100,-10.1,0.9,50.2,45.3,19,21.9,18.2,77,102.6,92.2,10.4,1.11,57.7,56,20.8,37.9,29.2
"2014 / 2015","15",2015-01-30,"1900","20150130-1900_CANvsADL","Adelaide","Away","Canberra",79,71,8,"Win",30,58,51.7,5,15,33.3,14,22,63.6,27,7,34,11,16,6,2,8,18,21,13,4,2,25,32,77,102.6,92.2,10.4,1.11,57.7,56,20.8,37.9,29.2,79,89.9,100,-10.1,0.9,50.2,45.3,19,21.9,18.2
